,replies,retweets,favorites,text,day,time,tokens,normalized,tokenized,predictions,username
148,0,0,0, وين اللي يقولون سماعات المساجد مزعجة و مرعبة و تفزع الأطفال والمرضى  ليش ما نسمع لهم كلمة عن أصوات الأغاني العالية و الألعاب النارية بآخر الليل حسبنا الله ونعم الوكيل  ,21/10/2019,08:09,"['وين', 'اللي', 'يقولون', 'سماعات', 'المساجد', 'مزعجة', 'و', 'مرعبة', 'و', 'تفزع', 'الأطفال', 'والمرضى', 'ليش', 'نسمع', 'كلمة', 'أصوات', 'الأغاني', 'العالية', 'و', 'الألعاب', 'النارية', 'بآخر', 'الليل', 'حسبنا', 'الله', 'ونعم', 'الوكيل']", وين الي يقولون سماعات المساجد مزعجه و مرعبه و تفزع الاطفال والمرضي ليش نسمع كلمه اصوات الاغاني العاليه و الالعاب الناريه باخر اليل حسبنا اله ونعم الوكيل,"['وين', 'الي', 'يقولون', 'سماعات', 'المساجد', 'مزعجه', 'و', 'مرعبه', 'و', 'تفزع', 'الاطفال', 'والمرضي', 'ليش', 'نسمع', 'كلمه', 'اصوات', 'الاغاني', 'العاليه', 'و', 'الالعاب', 'الناريه', 'باخر', 'اليل', 'حسبنا', 'اله', 'ونعم', 'الوكيل']",negative,huda09056256
149,1,2,0,نتمنى يكون فيه حل بكرا لحي حطين      ,21/10/2019,06:05,"['نتمنى', 'يكون', 'حل', 'بكرا', 'لحي', 'حطين']", نتمني يكون حل بكرا لحي حطين,"['نتمني', 'يكون', 'حل', 'بكرا', 'لحي', 'حطين']",neutral,huda09056256
150,0,0,0,  معالي المستشار لعلك تتفهم   فنقترح أن تخصص لسكان الحي شرقي   لواصق ستيكرات على سياراتهم تصريح دخول الحي ولايدخل الحي الا السيارة المصرحة لاسيما في ايام الخميس والجمعة وفقكم الله لكل خير,21/10/2019,04:49,"['معالي', 'المستشار', 'لعلك', 'تتفهم', 'فنقترح', 'تخصص', 'لسكان', 'الحي', 'شرقي', 'لواصق', 'ستيكرات', 'سياراتهم', 'تصريح', 'دخول', 'الحي', 'ولايدخل', 'الحي', 'الا', 'السيارة', 'المصرحة', 'ايام', 'الخميس', 'والجمعة', 'وفقكم', 'الله', 'لكل', 'خير']", معالي المستشار لعلك تفهم فنقترح تخص لسكان الحي شرقي لواصق ستيكرات سياراتهم تصريح دخول الحي ولايدخل الحي الا السياره المصرحه ايام الخميس والجمعه وفقكم اله لكل خير,"['معالي', 'المستشار', 'لعلك', 'تفهم', 'فنقترح', 'تخص', 'لسكان', 'الحي', 'شرقي', 'لواصق', 'ستيكرات', 'سياراتهم', 'تصريح', 'دخول', 'الحي', 'ولايدخل', 'الحي', 'الا', 'السياره', 'المصرحه', 'ايام', 'الخميس', 'والجمعه', 'وفقكم', 'اله', 'لكل', 'خير']",neutral,huda09056256
151,0,3,0,الحل ل   تظلم ببرقية عاجلة لمقام الملك وولي عهده تظلم عاجل للإمارةوالداخلية وهيئات حقوق الإنسان ومكافحة الفسادوالرقابةوالتحقيق والترفيه ووزارة الشؤون البلدية تقديم دعوى لديوان المظالم ضد الترفيه والبلديات بإزالةالموقع ومنعهم من أية فعالية في الحي وط تركي والخير,21/10/2019,03:50,"['الحل', 'ل', 'تظلم', 'ببرقية', 'عاجلة', 'لمقام', 'الملك', 'وولي', 'عهده', 'تظلم', 'عاجل', 'للإمارةوالداخلية', 'وهيئات', 'حقوق', 'الإنسان', 'ومكافحة', 'الفسادوالرقابةوالتحقيق', 'والترفيه', 'ووزارة', 'الشؤون', 'البلدية', 'تقديم', 'دعوى', 'لديوان', 'المظالم', 'ضد', 'الترفيه', 'والبلديات', 'بإزالةالموقع', 'ومنعهم', 'أية', 'فعالية', 'الحي', 'وط', 'تركي', 'والخير']", الحل ل تظلم برقيه عاجله لمقام الملك ولي عهده تظلم عاجل لامارهوالداخليه وهيئات حقوق الانسان ومكافحه الفسادوالرقابهوالتحقيق والترفيه وزاره الشؤون البلديه تقديم دعوي لديوان المظالم ضد الترفيه والبلديات بازالهالموقع ومنعهم ايه فعاليه الحي وط تركي والخير,"['الحل', 'ل', 'تظلم', 'برقيه', 'عاجله', 'لمقام', 'الملك', 'ولي', 'عهده', 'تظلم', 'عاجل', 'لامارهوالداخليه', 'وهيئات', 'حقوق', 'الانسان', 'ومكافحه', 'الفسادوالرقابهوالتحقيق', 'والترفيه', 'وزاره', 'الشؤون', 'البلديه', 'تقديم', 'دعوي', 'لديوان', 'المظالم', 'ضد', 'الترفيه', 'والبلديات', 'بازالهالموقع', 'ومنعهم', 'ايه', 'فعاليه', 'الحي', 'وط', 'تركي', 'والخير']",neutral,huda09056256
152,1,0,0,طيب ليش ماخليتوا موسمكم بعيد شوي عن الاحياء السكنيه يعني مب معقول ننام على اصوات ازعاجكم روحوا احياء زي بنبان والا اي مكان بعيد عن السكان  ,21/10/2019,01:02,"['طيب', 'ليش', 'ماخليتوا', 'موسمكم', 'بعيد', 'شوي', 'الاحياء', 'السكنيه', 'يعني', 'مب', 'معقول', 'ننام', 'اصوات', 'ازعاجكم', 'روحوا', 'احياء', 'زي', 'بنبان', 'والا', 'اي', 'مكان', 'بعيد', 'السكان']", طيب ليش ماخليتوا موسمكم بعيد شوي الاحياء السكنيه يعني مب معقول نام اصوات ازعاجكم روحوا احياء زي بنبان والا اي مكان بعيد السكان,"['طيب', 'ليش', 'ماخليتوا', 'موسمكم', 'بعيد', 'شوي', 'الاحياء', 'السكنيه', 'يعني', 'مب', 'معقول', 'نام', 'اصوات', 'ازعاجكم', 'روحوا', 'احياء', 'زي', 'بنبان', 'والا', 'اي', 'مكان', 'بعيد', 'السكان']",negative,huda09056256
153,1,1,0,دخلت البيت بمفاجأه اليوم اهلي والجيران كلهم حاطين قدام بابهم اشياء تمنع الوقوف داخلين جمهور البوليفارد على حارتنا موقفين قدام بيتنا ماوفرتوا لهم مواقف جيبوا مرور عند حوارينا وطلعوهم فجأه حسيت البيت في الملك فهد مب في حطين من قوة الزحمه  ,21/10/2019,01:01,"['دخلت', 'البيت', 'بمفاجأه', 'اليوم', 'اهلي', 'والجيران', 'كلهم', 'حاطين', 'قدام', 'بابهم', 'اشياء', 'تمنع', 'الوقوف', 'داخلين', 'جمهور', 'البوليفارد', 'حارتنا', 'موقفين', 'قدام', 'بيتنا', 'ماوفرتوا', 'مواقف', 'جيبوا', 'مرور', 'حوارينا', 'وطلعوهم', 'فجأه', 'حسيت', 'البيت', 'الملك', 'فهد', 'مب', 'حطين', 'قوة', 'الزحمه']", دخلت البيت بمفاجاه اليوم اهلي والجيران كلهم حاطين قدام بابهم اشياء تمنع الوقوف داخلين جمهور البوليفارد حارتنا موقفين قدام بيتنا ماوفرتوا مواقف جيبوا مرور حوارينا وطلعوهم فجاه حسيت البيت الملك فهد مب حطين قوه الزحمه,"['دخلت', 'البيت', 'بمفاجاه', 'اليوم', 'اهلي', 'والجيران', 'كلهم', 'حاطين', 'قدام', 'بابهم', 'اشياء', 'تمنع', 'الوقوف', 'داخلين', 'جمهور', 'البوليفارد', 'حارتنا', 'موقفين', 'قدام', 'بيتنا', 'ماوفرتوا', 'مواقف', 'جيبوا', 'مرور', 'حوارينا', 'وطلعوهم', 'فجاه', 'حسيت', 'البيت', 'الملك', 'فهد', 'مب', 'حطين', 'قوه', 'الزحمه']",negative,huda09056256
154,0,0,2,أتمنى من المسؤولين والقائمين على   أغلاق الاغاني أوقات الصلوات ٢٠ دقيقه على الأقل  من المؤسف جدا المؤذن يؤذن وتقام الصلاة والاغاني في الجهة المقابلة ,20/10/2019,22:01,"['أتمنى', 'المسؤولين', 'والقائمين', 'أغلاق', 'الاغاني', 'أوقات', 'الصلوات', '٢٠', 'دقيقه', 'الأقل', 'المؤسف', 'جدا', 'المؤذن', 'يؤذن', 'وتقام', 'الصلاة', 'والاغاني', 'الجهة', 'المقابلة']", اتمني المسؤولين والقائمين اغلاق الاغاني اوقات الصلوات ٢٠ دقيقه الاقل المؤسف جدا المؤذن يؤذن وتقام الصلاه والاغاني الجه المقابله,"['اتمني', 'المسؤولين', 'والقائمين', 'اغلاق', 'الاغاني', 'اوقات', 'الصلوات', '٢٠', 'دقيقه', 'الاقل', 'المؤسف', 'جدا', 'المؤذن', 'يؤذن', 'وتقام', 'الصلاه', 'والاغاني', 'الجه', 'المقابله']",positive,huda09056256
155,0,3,0,  واحد اليوم مستاء أنهم يسمعون الردح في بيوتهم في الملقا فكيف بسكان حطين الترفيه بطريقة إيذاء الجيران,20/10/2019,21:06,"['واحد', 'اليوم', 'مستاء', 'أنهم', 'يسمعون', 'الردح', 'بيوتهم', 'الملقا', 'فكيف', 'بسكان', 'حطين', 'الترفيه', 'بطريقة', 'إيذاء', 'الجيران']", واحد اليوم مستاء انهم يسمعون الردح بيوتهم الملقا فكيف بسكان حطين الترفيه بطريقه ايذاء الجيران,"['واحد', 'اليوم', 'مستاء', 'انهم', 'يسمعون', 'الردح', 'بيوتهم', 'الملقا', 'فكيف', 'بسكان', 'حطين', 'الترفيه', 'بطريقه', 'ايذاء', 'الجيران']",negative,huda09056256
156,0,0,0,الله يعينكم على هالبلوى  ,20/10/2019,20:19,"['الله', 'يعينكم', 'هالبلوى']", اله يعينكم هالبلوي,"['اله', 'يعينكم', 'هالبلوي']",positive,huda09056256
157,0,0,1,لا تتكرر   على سكان   ازعاج العاب نارية في وقت متأخر وموسيقى وزحمة سيارت وتعطيل مصالح وغثى,20/10/2019,19:32,"['تتكرر', 'سكان', 'ازعاج', 'العاب', 'نارية', 'وقت', 'متأخر', 'وموسيقى', 'وزحمة', 'سيارت', 'وتعطيل', 'مصالح', 'وغثى']", تكر سكان ازعاج العاب ناريه وقت متاخر وموسيقي وزحمه سيارت وتعطيل مصالح وغثي,"['تكر', 'سكان', 'ازعاج', 'العاب', 'ناريه', 'وقت', 'متاخر', 'وموسيقي', 'وزحمه', 'سيارت', 'وتعطيل', 'مصالح', 'وغثي']",negative,huda09056256
158,0,0,0,  هانت  كلها شهرين وتخلص معاناتكم  الله يكون بعونكم ,20/10/2019,18:51,"['هانت', 'كلها', 'شهرين', 'وتخلص', 'معاناتكم', 'الله', 'يكون', 'بعونكم']", هانت كلها شهرين وتخلص معاناتكم اله يكون بعونكم,"['هانت', 'كلها', 'شهرين', 'وتخلص', 'معاناتكم', 'اله', 'يكون', 'بعونكم']",negative,huda09056256
159,0,0,0,  هذا الموقع حاليا يتم جرفه بالمعدات و نخشى أن يقام به شيء من الفعاليات يا عالم ما بزينا زحمة الشوارع بتجيبونهم عندنا و الله الوضع مزري httpsgooglmapsqqB9SKRUSscHG33M7 ضفو بزارينكم عن داخل الأحياء,20/10/2019,16:21,"['الموقع', 'حاليا', 'يتم', 'جرفه', 'بالمعدات', 'و', 'نخشى', 'يقام', 'شيء', 'الفعاليات', 'عالم', 'بزينا', 'زحمة', 'الشوارع', 'بتجيبونهم', 'عندنا', 'و', 'الله', 'الوضع', 'مزري', 'httpsgooglmapsqqB9SKRUSscHG33M7', 'ضفو', 'بزارينكم', 'داخل', 'الأحياء']", الموقع حاليا يتم جرفه بالمعدات و نخشي يقام شيء الفعاليات عالم بزينا زحمه الشوارع بتجيبونهم عندنا و اله الوضع مزري htpsgoglmapsqB9SKRUSscHG3M7 ضفو بزارينكم داخل الاحياء,"['الموقع', 'حاليا', 'يتم', 'جرفه', 'بالمعدات', 'و', 'نخشي', 'يقام', 'شيء', 'الفعاليات', 'عالم', 'بزينا', 'زحمه', 'الشوارع', 'بتجيبونهم', 'عندنا', 'و', 'اله', 'الوضع', 'مزري', 'htpsgoglmapsqB9SKRUSscHG3M7', 'ضفو', 'بزارينكم', 'داخل', 'الاحياء']",negative,huda09056256
160,1,0,0,  و الله ياليت يطبق من العقوبات رقم ٢ و رقم ٣ على ربعكم الموسيقى عالية و مزعجة لسكان الحي و تشتغل وقت الصلاة,20/10/2019,16:14,"['و', 'الله', 'ياليت', 'يطبق', 'العقوبات', 'رقم', '٢', 'و', 'رقم', '٣', 'ربعكم', 'الموسيقى', 'عالية', 'و', 'مزعجة', 'لسكان', 'الحي', 'و', 'تشتغل', 'وقت', 'الصلاة']", و اله ياليت يطبق العقوبات رقم ٢ و رقم ٣ ربعكم الموسيقي عاليه و مزعجه لسكان الحي و تشتغل وقت الصلاه,"['و', 'اله', 'ياليت', 'يطبق', 'العقوبات', 'رقم', '٢', 'و', 'رقم', '٣', 'ربعكم', 'الموسيقي', 'عاليه', 'و', 'مزعجه', 'لسكان', 'الحي', 'و', 'تشتغل', 'وقت', 'الصلاه']",neutral,huda09056256
161,0,3,1,  كانت متوقعة وغريب عدم تدارك الأمر من قبل المنظمين قابلت إحدى كبيرات وشكت معاناتها يوم المسيرة خوف وقلق وإزعاج ودخان وهي من مصابي الربو وأخرى ذكرت كيف عانت من الدخول لمنزلها في   وسوء تعامل رجال التنظيم في الحي مع سائقها وتعطل مصالح سكان الحي,20/10/2019,15:39,"['كانت', 'متوقعة', 'وغريب', 'عدم', 'تدارك', 'الأمر', 'قبل', 'المنظمين', 'قابلت', 'إحدى', 'كبيرات', 'وشكت', 'معاناتها', 'يوم', 'المسيرة', 'خوف', 'وقلق', 'وإزعاج', 'ودخان', 'وهي', 'مصابي', 'الربو', 'وأخرى', 'ذكرت', 'عانت', 'الدخول', 'لمنزلها', 'وسوء', 'تعامل', 'رجال', 'التنظيم', 'الحي', 'سائقها', 'وتعطل', 'مصالح', 'سكان', 'الحي']", كانت متوقعه وغريب عدم تدارك الامر قبل المنظمين قابلت احدي كبيرات وشكت معاناتها يوم المسيره خوف وقلق وازعاج ودخان وهي مصابي الربو واخري ذكرت عانت الدخول لمنزلها وسوء تعامل رجال التنظيم الحي سائقها وتعطل مصالح سكان الحي,"['كانت', 'متوقعه', 'وغريب', 'عدم', 'تدارك', 'الامر', 'قبل', 'المنظمين', 'قابلت', 'احدي', 'كبيرات', 'وشكت', 'معاناتها', 'يوم', 'المسيره', 'خوف', 'وقلق', 'وازعاج', 'ودخان', 'وهي', 'مصابي', 'الربو', 'واخري', 'ذكرت', 'عانت', 'الدخول', 'لمنزلها', 'وسوء', 'تعامل', 'رجال', 'التنظيم', 'الحي', 'سائقها', 'وتعطل', 'مصالح', 'سكان', 'الحي']",negative,huda09056256
162,0,0,1,من شهر 4 و طيارات الامارات و مصر و السعوديه تقربع فوق روسنا و تقتل في الليبيين و السعوديين ما تحملوش العاب نارية دايرتها دولتهم  ,20/10/2019,14:45,"['شهر', '4', 'و', 'طيارات', 'الامارات', 'و', 'مصر', 'و', 'السعوديه', 'تقربع', 'فوق', 'روسنا', 'و', 'تقتل', 'الليبيين', 'و', 'السعوديين', 'تحملوش', 'العاب', 'نارية', 'دايرتها', 'دولتهم']", شهر 4 و طيارات الامارات و مصر و السعوديه تقربع فوق روسنا و تقتل اليبين و السعودين تحملوش العاب ناريه دايرتها دولتهم,"['شهر', '4', 'و', 'طيارات', 'الامارات', 'و', 'مصر', 'و', 'السعوديه', 'تقربع', 'فوق', 'روسنا', 'و', 'تقتل', 'اليبين', 'و', 'السعودين', 'تحملوش', 'العاب', 'ناريه', 'دايرتها', 'دولتهم']",negative,ReemaSauod
163,1,2,2,بالعكس انا مبسوط نعم لـأول مره تعجبني الهمجية تدرون ليه لأن هي تلك النوعيات التى جلبت لحينا   اقفلوا علينا منازلنا وسجنونا فيها أقامه جبرية ومن استطاع الخروج لم يستطيع العودة والبارح الساعه 130 ليلا اطلقوا مدافع الالعاب النارية لامراعاة للاطفال ولاكبار السن,20/10/2019,14:38,"['بالعكس', 'انا', 'مبسوط', 'لـأول', 'مره', 'تعجبني', 'الهمجية', 'تدرون', 'ليه', 'لأن', 'النوعيات', 'التى', 'جلبت', 'لحينا', 'اقفلوا', 'علينا', 'منازلنا', 'وسجنونا', 'أقامه', 'جبرية', 'استطاع', 'الخروج', 'يستطيع', 'العودة', 'والبارح', 'الساعه', '130', 'ليلا', 'اطلقوا', 'مدافع', 'الالعاب', 'النارية', 'لامراعاة', 'للاطفال', 'ولاكبار', 'السن']", بالعكس انا مبسوط لاول مره تعجبني الهمجيه تدرون ليه لان النوعيات التي جلبت لحينا اقفلوا علينا منازلنا وسجنونا اقامه جبريه استطاع الخروج يستطيع العوده والبارح الساعه 130 ليلا اطلقوا مدافع الالعاب الناريه لامراعاه لاطفال ولاكبار السن,"['بالعكس', 'انا', 'مبسوط', 'لاول', 'مره', 'تعجبني', 'الهمجيه', 'تدرون', 'ليه', 'لان', 'النوعيات', 'التي', 'جلبت', 'لحينا', 'اقفلوا', 'علينا', 'منازلنا', 'وسجنونا', 'اقامه', 'جبريه', 'استطاع', 'الخروج', 'يستطيع', 'العوده', 'والبارح', 'الساعه', '130', 'ليلا', 'اطلقوا', 'مدافع', 'الالعاب', 'الناريه', 'لامراعاه', 'لاطفال', 'ولاكبار', 'السن']",negative,hmodhONE1
164,0,0,0,  لابد ان يصل صوتنا للاماره ولازم احد اهالي الحي والذي له علاقه بالاماره ان يوصل صوتنا باسرع وقت,20/10/2019,11:55,"['لابد', 'ان', 'يصل', 'صوتنا', 'للاماره', 'ولازم', 'احد', 'اهالي', 'الحي', 'علاقه', 'بالاماره', 'ان', 'يوصل', 'صوتنا', 'باسرع', 'وقت']", لابد ان يصل صوتنا لاماره ولازم احد اهالي الحي علاقه بالاماره ان يوصل صوتنا باسرع وقت,"['لابد', 'ان', 'يصل', 'صوتنا', 'لاماره', 'ولازم', 'احد', 'اهالي', 'الحي', 'علاقه', 'بالاماره', 'ان', 'يوصل', 'صوتنا', 'باسرع', 'وقت']",positive,n3355na
165,0,0,0,مجهودات جبارة الله يقويكم وكلنا ثقة في حرصكم على تدارك السلبيات وأهمها معاناة سكان الأحياء القريبة من الفعاليات  ,20/10/2019,11:38,"['مجهودات', 'جبارة', 'الله', 'يقويكم', 'وكلنا', 'ثقة', 'حرصكم', 'تدارك', 'السلبيات', 'وأهمها', 'معاناة', 'سكان', 'الأحياء', 'القريبة', 'الفعاليات']", مجهودات جباره اله يقويكم وكلنا ثقه حرصكم تدارك السلبيات واهمها معاناه سكان الاحياء القريبه الفعاليات,"['مجهودات', 'جباره', 'اله', 'يقويكم', 'وكلنا', 'ثقه', 'حرصكم', 'تدارك', 'السلبيات', 'واهمها', 'معاناه', 'سكان', 'الاحياء', 'القريبه', 'الفعاليات']",positive,M2iM
166,0,0,0,تعالت الأصوات المنتقدة لنوعية البشر الهمجية كما يقولون التى ترمي المخلفات في النافورة وتخرب الموسم بتصرفات ولبس غير لائقبعد الحمدالله نقول لكم هي نفسها تلك النوعيات التى جلبتوها لحينا ونغصتوا علينا راحتنا لانستطيع الخروج او الدخول الخارج منا مفقود والعائد مولود  ,20/10/2019,11:28,"['تعالت', 'الأصوات', 'المنتقدة', 'لنوعية', 'البشر', 'الهمجية', 'يقولون', 'التى', 'ترمي', 'المخلفات', 'النافورة', 'وتخرب', 'الموسم', 'بتصرفات', 'ولبس', 'لائقبعد', 'الحمدالله', 'نقول', 'نفسها', 'النوعيات', 'التى', 'جلبتوها', 'لحينا', 'ونغصتوا', 'علينا', 'راحتنا', 'لانستطيع', 'الخروج', 'او', 'الدخول', 'الخارج', 'منا', 'مفقود', 'والعائد', 'مولود']", تعالت الاصوات المنتقده لنوعيه البشر الهمجيه يقولون التي ترمي المخلفات النافوره وتخرب الموسم بتصرفات ولبس لائقبعد الحمداله نقول نفسها النوعيات التي جلبتوها لحينا ونغصتوا علينا راحتنا لانستطيع الخروج او الدخول الخارج منا مفقود والعائد مولود,"['تعالت', 'الاصوات', 'المنتقده', 'لنوعيه', 'البشر', 'الهمجيه', 'يقولون', 'التي', 'ترمي', 'المخلفات', 'النافوره', 'وتخرب', 'الموسم', 'بتصرفات', 'ولبس', 'لائقبعد', 'الحمداله', 'نقول', 'نفسها', 'النوعيات', 'التي', 'جلبتوها', 'لحينا', 'ونغصتوا', 'علينا', 'راحتنا', 'لانستطيع', 'الخروج', 'او', 'الدخول', 'الخارج', 'منا', 'مفقود', 'والعائد', 'مولود']",negative,Ebtesamss
167,0,0,0,الله يبشرك بالخيرنحن اهل الحي نعيش مأسأة تجميع من هب ودب علينا لانستطيع الخروج ولا الرجوع لمنازلنا الأشكال الي مزعجتكم في الاحتفال بالموسم هي نفسها الى تقطع الطرق علينا وتوقف امام بيوتنا وتجعلنا في آقامة جبرية شكرا لهم  ,20/10/2019,11:24,"['الله', 'يبشرك', 'بالخيرنحن', 'اهل', 'الحي', 'نعيش', 'مأسأة', 'تجميع', 'هب', 'ودب', 'علينا', 'لانستطيع', 'الخروج', 'الرجوع', 'لمنازلنا', 'الأشكال', 'الي', 'مزعجتكم', 'الاحتفال', 'بالموسم', 'نفسها', 'الى', 'تقطع', 'الطرق', 'علينا', 'وتوقف', 'امام', 'بيوتنا', 'وتجعلنا', 'آقامة', 'جبرية', 'شكرا']", اله يبشرك بالخيرنحن اهل الحي نعيش ماساه تجميع هب ودب علينا لانستطيع الخروج الرجوع لمنازلنا الاشكال الي مزعجتكم الاحتفال بالموسم نفسها الي تقطع الطرق علينا وتوقف امام بيوتنا وتجعلنا اقامه جبريه شكرا,"['اله', 'يبشرك', 'بالخيرنحن', 'اهل', 'الحي', 'نعيش', 'ماساه', 'تجميع', 'هب', 'ودب', 'علينا', 'لانستطيع', 'الخروج', 'الرجوع', 'لمنازلنا', 'الاشكال', 'الي', 'مزعجتكم', 'الاحتفال', 'بالموسم', 'نفسها', 'الي', 'تقطع', 'الطرق', 'علينا', 'وتوقف', 'امام', 'بيوتنا', 'وتجعلنا', 'اقامه', 'جبريه', 'شكرا']",negative,Salam_Alhamdan
168,0,1,0,العاب نارية الساعة2 الفجر ليلة السبت وش يحس فيه منظم الحفل مافيه مراعاة للنايمين بالحي هل فيه بلد بالعالم يسوي حفل العاب نارية بعد منتصف الليل بوسط حي سكني مهزلة  ,20/10/2019,11:02,"['العاب', 'نارية', 'الساعة2', 'الفجر', 'ليلة', 'السبت', 'وش', 'يحس', 'منظم', 'الحفل', 'مافيه', 'مراعاة', 'للنايمين', 'بالحي', 'بلد', 'بالعالم', 'يسوي', 'حفل', 'العاب', 'نارية', 'منتصف', 'الليل', 'بوسط', 'حي', 'سكني', 'مهزلة']", العاب ناريه الساعه2 الفجر ليله السبت وش يحس منظم الحفل مافيه مراعاه لنايمين بالحي بلد بالعالم يسوي حفل العاب ناريه منتصف اليل بوسط حي سكني مهزله,"['العاب', 'ناريه', 'الساعه2', 'الفجر', 'ليله', 'السبت', 'وش', 'يحس', 'منظم', 'الحفل', 'مافيه', 'مراعاه', 'لنايمين', 'بالحي', 'بلد', 'بالعالم', 'يسوي', 'حفل', 'العاب', 'ناريه', 'منتصف', 'اليل', 'بوسط', 'حي', 'سكني', 'مهزله']",neutral,SsE1j8MeFSuOZY9
169,0,0,0,والله ياهي معاناة زحمة وازعاج  يعني بعد الساعه ٤ العصر أفكر جديا بالطريق قبل الطلعه وازعاج مو طبيعي لازم نتحمل ذا شهرين  ,20/10/2019,10:37,"['والله', 'ياهي', 'معاناة', 'زحمة', 'وازعاج', 'يعني', 'الساعه', '٤', 'العصر', 'أفكر', 'جديا', 'بالطريق', 'قبل', 'الطلعه', 'وازعاج', 'مو', 'طبيعي', 'لازم', 'نتحمل', 'شهرين']", واله ياهي معاناه زحمه وازعاج يعني الساعه ٤ العصر افكر جديا بالطريق قبل الطلعه وازعاج مو طبيعي لازم نتحمل شهرين,"['واله', 'ياهي', 'معاناه', 'زحمه', 'وازعاج', 'يعني', 'الساعه', '٤', 'العصر', 'افكر', 'جديا', 'بالطريق', 'قبل', 'الطلعه', 'وازعاج', 'مو', 'طبيعي', 'لازم', 'نتحمل', 'شهرين']",negative,stronggirl28
170,0,0,0,اللهم ارزقني البركة في جسدي وروحي وقلبي وحياتي وعائلتي ومسكني وموطني وأرضي وسمائي ولحظاتي وسكناتي وصمتي وحديثي وكل مايحيط بيواجعلني مباركة أينما أكون    ,20/10/2019,09:23,"['اللهم', 'ارزقني', 'البركة', 'جسدي', 'وروحي', 'وقلبي', 'وحياتي', 'وعائلتي', 'ومسكني', 'وموطني', 'وأرضي', 'وسمائي', 'ولحظاتي', 'وسكناتي', 'وصمتي', 'وحديثي', 'وكل', 'مايحيط', 'بيواجعلني', 'مباركة', 'أكون']", الهم ارزقني البركه جسدي وروحي وقلبي وحياتي وعائلتي ومسكني وموطني وارضي وسمائي ولحظاتي وسكناتي وصمتي وحديثي وكل مايحيط بيواجعلني مباركه اكون,"['الهم', 'ارزقني', 'البركه', 'جسدي', 'وروحي', 'وقلبي', 'وحياتي', 'وعائلتي', 'ومسكني', 'وموطني', 'وارضي', 'وسمائي', 'ولحظاتي', 'وسكناتي', 'وصمتي', 'وحديثي', 'وكل', 'مايحيط', 'بيواجعلني', 'مباركه', 'اكون']",positive,stronggirl28
171,10,12,4,  هذه مشكلة القرارات المستعجلة والتي لم تدرس بتاتا  مثل هذه الفعاليات وبأيامها الطويلة لا تكون إلا خارج النطاق العمراني فراحة السكان مطلب هام قبل أن ترى أن الراحة فقط للحضور  السؤال إلى متى تستمر المعاناة  ,20/10/2019,07:31,"['مشكلة', 'القرارات', 'المستعجلة', 'والتي', 'تدرس', 'بتاتا', 'مثل', 'الفعاليات', 'وبأيامها', 'الطويلة', 'تكون', 'خارج', 'النطاق', 'العمراني', 'فراحة', 'السكان', 'مطلب', 'هام', 'قبل', 'ترى', 'الراحة', 'فقط', 'للحضور', 'السؤال', 'تستمر', 'المعاناة']", مشكله القرارات المستعجله والتي تدرس بتاتا مثل الفعاليات وبايامها الطويله تكون خارج النطاق العمراني فراحه السكان مطلب هام قبل تري الراحه فقط لحضور السؤال تستمر المعاناه,"['مشكله', 'القرارات', 'المستعجله', 'والتي', 'تدرس', 'بتاتا', 'مثل', 'الفعاليات', 'وبايامها', 'الطويله', 'تكون', 'خارج', 'النطاق', 'العمراني', 'فراحه', 'السكان', 'مطلب', 'هام', 'قبل', 'تري', 'الراحه', 'فقط', 'لحضور', 'السؤال', 'تستمر', 'المعاناه']",neutral,Reem94s
172,0,0,0, 2019 ازعاج الموسيقى في غرف النوم خلونا ننام زي الناس  ,20/10/2019,03:01,"['2019', 'ازعاج', 'الموسيقى', 'غرف', 'النوم', 'خلونا', 'ننام', 'زي', 'الناس']", 2019 ازعاج الموسيقي غرف النوم خلونا نام زي الناس,"['2019', 'ازعاج', 'الموسيقي', 'غرف', 'النوم', 'خلونا', 'نام', 'زي', 'الناس']",negative,alsaktoon
173,0,0,7, حسبي الله على من صمم هالترفيه لك الله يا ميكرفونات الأذان كم شوهوك     ,20/10/2019,00:32,"['حسبي', 'الله', 'صمم', 'هالترفيه', 'الله', 'ميكرفونات', 'الأذان', 'شوهوك']", حسبي اله صم هالترفيه اله ميكرفونات الاذان شوهوك,"['حسبي', 'اله', 'صم', 'هالترفيه', 'اله', 'ميكرفونات', 'الاذان', 'شوهوك']",negative,1king511
174,0,0,0,    اذا طلعت من بيتنا معد اقدر ارجع الا بكرة,19/10/2019,23:21,"['اذا', 'طلعت', 'بيتنا', 'معد', 'اقدر', 'ارجع', 'الا', 'بكرة']", اذا طلعت بيتنا معد اقدر ارجع الا بكره,"['اذا', 'طلعت', 'بيتنا', 'معد', 'اقدر', 'ارجع', 'الا', 'بكره']",negative,idea_4all
